id,sales
1,0.1380686796863267
2,0.740677979427979
3,0.09888888888888887
4,0.0
5,2.10501546293213
6,4.181931047347713
7,2.488175713175714
8,0.5442608625941958
9,0.5804729838063171
10,1.7384918168251504
11,1.610801503326013
12,2.8032506999173665
13,0.0574074074074074
14,1.426695310861977
15,0.02259259259259259
16,1.3018987339820671
17,0.15385466385466376
18,0.7336751674251673
19,0.19342450759117433
20,0.009259259259259259
21,0.009722222222222222
22,0.005555555555555556
23,0.13406754420234804
24,0.0
25,0.718440001356668
26,0.4414610389610391
27,0.28433939517272844
28,0.27590306298639655
29,0.31307428682428695
30,0.2306456805721512
31,0.021164021164021166
32,0.40924603174603164
33,0.01577821869488536
34,12.879846681096687
35,1.1431356606356606
36,2.338865948865949
37,0.008333333333333333
38,0.0
39,1.3827345416928745
40,4.3903111086444415
41,2.962053532886865
42,0.45153961778961776
43,3.1120384862051518
44,0.7281018210184874
45,1.772048877048878
46,2.3850771913271895
47,5.804029242362578
48,0.0
49,1.6762849033682363
50,0.016666666666666666
51,0.0
52,0.272703930056871
53,0.7869744144744146
54,0.0006944444444444445
55,0.4254699467199467
56,1.369438154438154
57,2.040943346776681
58,1.006899589154491
59,1.8599302240968913
60,3.1555136684303355
61,0.9424849533182871
62,0.8959042963209629
63,0.03342592592592593
64,0.8764756231422898
65,0.15181999327832654
66,3.9629228795895446
67,0.0
68,0.44087969129635785
69,0.1900088183421517
70,0.13598289056622384
71,0.6728447015947018
72,0.0
73,0.7084916472416469
74,0.06597222222222222
75,0.26402039318705994
76,0.3358039953873286
77,1.0707742720242721
78,0.4210067982126807
79,0.0661111111111111
80,0.005555555555555556
81,0.03481481481481481
82,0.8803582991082995
83,0.0
84,7.006630998812371
85,1.491845268928602
86,2.6428998624831945
87,0.022023809523809525
88,3.409110056610056
89,0.2183840850507518
90,2.837681824348491
91,0.0
92,0.44669131794131783
93,1.5757022607022608
94,1.025714347381014
95,1.8599447620280956
96,1.120626641876642
97,15.984500114083446
98,0.016666666666666666
99,0.7814226899643563
100,0.02023809523809524
101,0.3443336910003578
102,1.4172503268336603
103,0.45060683144016483
104,0.1416625041625041
105,3.2847592639749505
106,4.696838023088023
107,1.791096727346728
108,0.9858670450827318
109,0.46461711128377803
110,4.8086599511599495
111,0.957588507171841
112,1.299882540299207
113,0.20062308062308065
114,3.4338374280040935
115,0.8282001486168152
116,5.569269110519107
117,0.27299066674066674
118,1.2918921356421356
119,0.3268055709722377
120,0.14515788224121548
121,0.12927910052910052
122,0.01748456790123457
123,0.6073051408468075
124,0.0
125,0.9382315161236726
126,1.1750686659019993
127,0.6052672173505507
128,0.4469926669191375
129,0.839209031709031
130,0.012415824915824917
131,0.1304245754245754
132,0.6378623065387767
133,0.0022222222222222222
134,7.577154990071655
135,3.6290238311071645
136,3.0739488443655105
137,0.0
138,0.02291005291005291
139,0.3972304393137727
140,14.899477682811026
141,3.684207705874374
142,1.5108406100072764
143,1.15273236023236
144,1.1629275816775813
145,1.595256392119137
146,2.4811786824286832
147,9.220994900161568
148,0.0
149,1.8378606043557038
150,0.13573244656577985
151,0.21027501819168484
152,1.112490318323652
153,0.11872713706047033
154,0.0
155,0.5753877141377141
156,2.023900443692111
157,0.011111111111111112
158,0.4387079895413229
159,0.7179930254930256
160,1.2880121267621265
161,0.14202289993956654
162,1.7007242911409577
163,0.0
164,0.39368164243164233
165,0.7404817867317869
166,2.006003610586944
167,0.013888888888888888
168,0.0
169,0.002777777777777778
170,0.0
171,0.006944444444444444
172,0.0
173,0.42839250255916905
174,0.0
175,0.2881066310232978
176,0.26101771685105024
177,0.2537236837236837
178,0.292520750854084
179,0.1518695347862014
180,0.13301311342978
181,0.12952754036087363
182,0.30187436020769365
183,0.1696400204733537
184,4.2161249398749385
185,1.0295559224725894
186,2.000124875124876
187,0.0
188,1.2676130042796707
189,0.5015304602804602
190,3.2544444598611277
191,1.8536188811188805
192,0.6665239698573034
193,1.8099950049950055
194,0.1569705448872115
195,1.8779419808586482
196,2.13949398595232
197,6.064974223307559
198,0.0
199,1.1535941065107733
200,0.008838383838383838
201,0.48420835337502033
202,0.45710672044005374
203,0.367278200194867
204,0.2674826190512463
205,1.8475601604278078
206,1.393085734164165
207,0.2577229714729715
208,0.29184580851247505
209,0.7001435474474688
210,1.3060209235209237
211,0.30726344643011294
212,0.30824255990922667
213,0.0
214,2.3367369359036023
215,0.4015032498365833
216,2.0301813464313456
217,0.27054645971312646
218,0.0
219,0.5331025918525922
220,0.15307752432752422
221,0.0011111111111111111
222,0.005555555555555556
223,1.109213911088911
224,0.0
225,0.4738999888999889
226,0.19072430655763994
227,0.2670708304041636
228,0.149665411748745
229,0.001388888888888889
230,0.14112779196112524
231,0.009027777777777777
232,0.8293666210332873
233,0.029239417989417992
234,2.370154744946412
235,2.269688891355558
236,1.519736035569369
237,0.0
238,0.0
239,1.3956695927529263
240,1.5284967116217116
241,2.386114687781355
242,0.1641504120425688
243,0.1560499145915812
244,0.4377973415473416
245,1.862153849237183
246,0.6928462278462276
247,9.651136764470097
248,0.0
249,1.2663356550856546
250,0.0015873015873015873
251,0.24581750040083378
252,0.3370347245347244
253,0.3447172580505915
254,0.12854939042439034
255,2.862702051035384
256,2.4481389135555798
257,0.12601780164280157
258,0.32074774898304326
259,0.2609204992538327
260,2.047921954588622
261,0.14653571736905072
262,0.5894890063640064
263,0.13790009282656332
264,1.4340135481802143
265,0.7756088972755635
266,2.1500845605012278
267,0.29114098864098853
268,0.86281841615175
269,0.0
270,0.12411404182237508
271,0.4306038556148207
272,0.0
273,1.9076000851000847
274,0.0
275,0.5447916435416437
276,0.3761930507763839
277,0.133872824706158
278,0.7382822270322267
279,0.2950933017599686
280,0.12990680615680616
281,0.007800224466891133
282,0.06968915343915344
283,0.034060846560846555
284,9.672022529939198
285,2.956176323676325
286,1.1645066045066048
287,0.0
288,0.0
289,0.6278767066267068
290,2.5454761596428264
291,2.13053391053391
292,0.45769196852530186
293,1.2663504088504085
294,0.5871036062702731
295,2.3000507517174187
296,0.7186521811521811
297,8.629633267966598
298,0.0
299,0.5934398626065296
300,0.2847553064219732
301,0.36797508047508054
302,0.542853473686807
303,0.19610449735449745
304,0.30628044794711456
305,1.8705936193436192
306,1.2837658483491807
307,0.38951371522449935
308,0.7792608317608317
309,0.7138452673869343
310,1.219312847646181
311,0.18413672747006074
312,0.027744708994708992
313,0.13354390979390973
314,0.4473015718849055
315,0.002777777777777778
316,1.9694655036321695
317,0.14451015034348355
318,0.0
319,1.1569464486131156
320,0.12948650115316776
321,0.1403439615939615
322,0.0
323,0.24724021349021352
324,0.0
325,0.010648148148148148
326,0.5964171168337835
327,0.14740215802715798
328,0.4069182823349491
329,0.3003486790986792
330,0.1404219854219854
331,0.007936507936507936
332,0.14361945153611816
333,0.47248393581726905
334,0.1488839401339401
335,1.44237538695872
336,0.03333333333333333
337,0.0
338,0.0
339,4.4190082140082145
340,0.6163556813556812
341,0.8579753271419935
342,0.4142191835941835
343,0.42368552743552745
344,0.6898048941798943
345,1.7458632725299392
